case_n_substeps,timestep,substep,process,value,n_substeps,sub_dt
2,3,0,deposition,0.0029059137818101717,2,0.5
2,3,1,diffusion,0.009168470175682016,2,0.5
2,3,1,uplift,0.014340899207881666,2,0.5
2,3,1,deposition,0.00482251256383066,2,0.5
2,4,0,diffusion,0.010353597872972433,2,0.5
2,4,0,uplift,0.015390361419684466,2,0.5
2,4,0,deposition,0.001279196875218394,2,0.5
2,4,1,diffusion,0.011124512865955751,2,0.5
2,4,1,uplift,0.016124512865955752,2,0.5
2,4,1,deposition,0.002138018530383215,2,0.5
3,2,0,diffusion,0.0,3,0.3333333333333333
3,2,0,uplift,0.004666666666666666,3,0.3333333333333333
3,2,0,deposition,0.004666666666666666,3,0.3333333333333333
3,2,1,diffusion,0.003406323429762683,3,0.3333333333333333
3,2,1,uplift,0.007315927345973263,3,0.3333333333333333
3,2,1,deposition,0.007315927345973263,3,0.3333333333333333
3,2,2,diffusion,0.0059373564148487105,3,0.3333333333333333
3,2,2,uplift,0.009604023081515378,3,0.3333333333333333
3,2,2,deposition,0.009604023081515378,3,0.3333333333333333
3,3,0,diffusion,0.007788061121524778,3,0.3333333333333333
3,3,0,uplift,0.011414878648144895,3,0.3333333333333333
3,3,0,deposition,0.001937210078008414,3,0.3333333333333333
3,3,1,diffusion,0.00921608453510439,3,0.3333333333333333
3,3,1,uplift,0.012719062170385417,3,0.3333333333333333
3,3,1,deposition,0.003406786639424942,3,0.3333333333333333
3,3,2,diffusion,0.010275367390775857,3,0.3333333333333333
3,3,2,uplift,0.013669286485457188,3,0.3333333333333333
3,3,2,deposition,0.004517384620746575,3,0.3333333333333333
3,4,0,diffusion,0.011065365183300332,3,0.3333333333333333
3,4,0,uplift,0.014398698516633664,3,0.3333333333333333
3,4,0,deposition,0.0008527248421211463,3,0.3333333333333333
3,4,1,diffusion,0.011657711286943631,3,0.3333333333333333
3,4,1,uplift,0.014991044620276964,3,0.3333333333333333
3,4,1,deposition,0.0015064566771762853,3,0.3333333333333333
3,4,2,diffusion,0.012104022554737965,3,0.3333333333333333
3,4,2,uplift,0.015437355888071297,3,0.3333333333333333
3,4,2,deposition,0.0020079023810482474,3,0.3333333333333333
5,2,0,diffusion,0.0,5,0.2
5,2,0,uplift,0.0028000000000000004,5,0.2
5,2,0,deposition,0.0028000000000000004,5,0.2
5,2,1,diffusion,0.0022544552259375003,5,0.2
5,2,1,uplift,0.0046544552259375005,5,0.2
5,2,1,deposition,0.0046544552259375005,5,0.2
5,2,2,diffusion,0.004129971749162176,5,0.2
5,2,2,uplift,0.006503495837218857,5,0.2
5,2,2,deposition,0.006503495837218857,5,0.2
5,2,3,diffusion,0.005751693915534434,5,0.2
5,2,3,uplift,0.007969467342384181,5,0.2
5,2,3,deposition,0.007969467342384181,5,0.2
5,2,4,diffusion,0.007080738471676868,5,0.2
5,2,4,uplift,0.009280738471676868,5,0.2
5,2,4,deposition,0.009280738471676868,5,0.2
5,3,0,diffusion,0.008167684968080867,5,0.2
5,3,0,uplift,0.010367684968080867,5,0.2
5,3,0,deposition,0.0011625457295497323,5,0.2
5,3,1,diffusion,0.00908907103774837,5,0.2
5,3,1,uplift,0.011259176402111236,5,0.2
5,3,1,deposition,0.0021484932979511026,5,0.2
5,3,2,diffusion,0.009896242622364142,5,0.2
5,3,2,uplift,0.011993387665297558,5,0.2
5,3,2,deposition,0.0029825724305582915,5,0.2
5,3,3,diffusion,0.010570997368490223,5,0.2
5,3,3,uplift,0.012600606808312853,5,0.2
5,3,3,deposition,0.0036876333752135573,5,0.2
5,3,4,diffusion,0.011136140155847884,5,0.2
5,3,4,uplift,0.013136140155847884,5,0.2
