case_n_substeps,timestep,substep,process,value,n_substeps,sub_dt
15,3,11,diffusion,0.02426666295916103,15,0.06666666666666667
15,3,11,diffusion_change,5.309513037565772e-10,15,0.06666666666666667
15,3,11,uplift,0.025199996292494364,15,0.06666666666666667
15,3,11,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,3,11,deposition,0.011199997401577344,15,0.06666666666666667
15,3,12,diffusion,0.02519999600730165,15,0.06666666666666667
15,3,12,diffusion_change,5.513724997407987e-10,15,0.06666666666666667
15,3,12,uplift,0.026133329340634986,15,0.06666666666666667
15,3,12,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,3,12,deposition,0.012133330449717965,15,0.06666666666666667
15,3,13,diffusion,0.02613332904487958,15,0.06666666666666667
15,3,13,diffusion_change,5.717936922555733e-10,15,0.06666666666666667
15,3,13,uplift,0.027066662378212914,15,0.06666666666666667
15,3,13,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,3,13,deposition,0.013066663487295894,15,0.06666666666666667
15,3,14,diffusion,0.027066662071894818,15,0.06666666666666667
15,3,14,diffusion_change,5.922148882397948e-10,15,0.06666666666666667
15,3,14,uplift,0.027999995405228153,15,0.06666666666666667
15,3,14,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,3,14,deposition,0.013999996514311133,15,0.06666666666666667
15,4,0,diffusion,0.027999995088347367,15,0.06666666666666667
15,4,0,diffusion_change,6.126360807545694e-10,15,0.06666666666666667
15,4,0,uplift,0.028933328421680702,15,0.06666666666666667
15,4,0,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,4,0,deposition,0.0009333330164525491,15,0.06666666666666667
15,4,1,diffusion,0.028933328094237227,15,0.06666666666666667
15,4,1,diffusion_change,6.33057273269344e-10,15,0.06666666666666667
15,4,1,uplift,0.02986666142757056,15,0.06666666666666667
15,4,1,uplift_change,0.0009333333333333346,15,0.06666666666666667
15,4,1,deposition,0.0018666660223424086,15,0.06666666666666667
15,4,2,diffusion,0.029866661089564397,15,0.06666666666666667
15,4,2,diffusion_change,6.534784623146717e-10,15,0.06666666666666667
15,4,2,uplift,0.03079999442289773,15,0.06666666666666667
